0	가
1	각
2	간
3	갇
4	갈
5	갉
6	갊
7	감
8	갑
9	값
10	갓
11	갔
12	강
13	갖
14	갗
15	같
16	갚
17	갛
18	개
19	객
20	갠
21	갤
22	갬
23	갭
24	갯
25	갰
26	갱
27	갸
28	갹
29	갼
30	걀
31	걋
32	걍
33	걔
34	걘
35	걜
36	거
37	걱
38	건
39	걷
40	걸
41	걺
42	검
43	겁
44	것
45	겄
46	겅
47	겆
48	겉
49	겊
50	겋
51	게
52	겐
53	겔
54	겜
55	겝
56	겟
57	겠
58	겡
59	겨
60	격
61	겪
62	견
63	겯
64	결
65	겸
66	겹
67	겻
68	겼
69	경
70	곁
71	계
72	곈
73	곌
74	곕
75	곗
76	고
77	곡
78	곤
79	곧
80	골
81	곪
82	곬
83	곯
84	곰
85	곱
86	곳
87	공
88	곶
89	과
90	곽
91	관
92	괄
93	괆
94	괌
95	괍
96	괏
97	광
98	괘
99	괜
100	괠
101	괩
102	괬
103	괭
104	괴
105	괵
106	괸
107	괼
108	굄
109	굅
110	굇
111	굉
112	교
113	굔
114	굘
115	굡
116	굣
117	구
118	국
119	군
120	굳
121	굴
122	굵
123	굶
124	굻
125	굼
126	굽
127	굿
128	궁
129	궂
130	궈
131	궉
132	권
133	궐
134	궜
135	궝
136	궤
137	궷
138	귀
139	귁
140	귄
141	귈
142	귐
143	귑
144	귓
145	규
146	균
147	귤
148	그
149	극
150	근
151	귿
152	글
153	긁
154	금
155	급
156	긋
157	긍
158	긔
159	기
160	긱
161	긴
162	긷
163	길
164	긺
165	김
166	깁
167	깃
168	깅
169	깆
170	깊
171	까
172	깍
173	깎
174	깐
175	깔
176	깖
177	깜
178	깝
179	깟
180	깠
181	깡
182	깥
183	깨
184	깩
185	깬
186	깰
187	깸
188	깹
189	깻
190	깼
191	깽
192	꺄
193	꺅
194	꺌
195	꺼
196	꺽
197	꺾
198	껀
199	껄
200	껌
201	껍
202	껏
203	껐
204	껑
205	께
206	껙
207	껜
208	껨
209	껫
210	껭
211	껴
212	껸
213	껼
214	꼇
215	꼈
216	꼍
217	꼐
218	꼬
219	꼭
220	꼰
221	꼲
222	꼴
223	꼼
224	꼽
225	꼿
226	꽁
227	꽂
228	꽃
229	꽈
230	꽉
231	꽐
232	꽜
233	꽝
234	꽤
235	꽥
236	꽹
237	꾀
238	꾄
239	꾈
240	꾐
241	꾑
242	꾕
243	꾜
244	꾸
245	꾹
246	꾼
247	꿀
248	꿇
249	꿈
250	꿉
251	꿋
252	꿍
253	꿎
254	꿔
255	꿜
256	꿨
257	꿩
258	꿰
259	꿱
260	꿴
261	꿸
262	뀀
263	뀁
264	뀄
265	뀌
266	뀐
267	뀔
268	뀜
269	뀝
270	뀨
271	끄
272	끅
273	끈
274	끊
275	끌
276	끎
277	끓
278	끔
279	끕
280	끗
281	끙
282	끝
283	끼
284	끽
285	낀
286	낄
287	낌
288	낍
289	낏
290	낑
291	나
292	낙
293	낚
294	난
295	낟
296	날
297	낡
298	낢
299	남
300	납
301	낫
302	났
303	낭
304	낮
305	낯
306	낱
307	낳
308	내
309	낵
310	낸
311	낼
312	냄
313	냅
314	냇
315	냈
316	냉
317	냐
318	냑
319	냔
320	냘
321	냠
322	냥
323	너
324	넉
325	넋
326	넌
327	널
328	넒
329	넓
330	넘
331	넙
332	넛
333	넜
334	넝
335	넣
336	네
337	넥
338	넨
339	넬
340	넴
341	넵
342	넷
343	넸
344	넹
345	녀
346	녁
347	년
348	녈
349	념
350	녑
351	녔
352	녕
353	녘
354	녜
355	녠
356	노
357	녹
358	논
359	놀
360	놂
361	놈
362	놉
363	놋
364	농
365	높
366	놓
367	놔
368	놘
369	놜
370	놨
371	뇌
372	뇐
373	뇔
374	뇜
375	뇝
376	뇟
377	뇨
378	뇩
379	뇬
380	뇰
381	뇹
382	뇻
383	뇽
384	누
385	눅
386	눈
387	눋
388	눌
389	눔
390	눕
391	눗
392	눙
393	눠
394	눴
395	눼
396	뉘
397	뉜
398	뉠
399	뉨
400	뉩
401	뉴
402	뉵
403	뉼
404	늄
405	늅
406	늉
407	느
408	늑
409	는
410	늘
411	늙
412	늚
413	늠
414	늡
415	늣
416	능
417	늦
418	늪
419	늬
420	늰
421	늴
422	니
423	닉
424	닌
425	닐
426	닒
427	님
428	닙
429	닛
430	닝
431	닢
432	다
433	닥
434	닦
435	단
436	닫
437	달
438	닭
439	닮
440	닯
441	닳
442	담
443	답
444	닷
445	닸
446	당
447	닺
448	닻
449	닿
450	대
451	댁
452	댄
453	댈
454	댐
455	댑
456	댓
457	댔
458	댕
459	댜
460	더
461	덕
462	덖
463	던
464	덛
465	덜
466	덞
467	덟
468	덤
469	덥
470	덧
471	덩
472	덫
473	덮
474	데
475	덱
476	덴
477	델
478	뎀
479	뎁
480	뎃
481	뎄
482	뎅
483	뎌
484	뎐
485	뎔
486	뎠
487	뎡
488	뎨
489	뎬
490	도
491	독
492	돈
493	돋
494	돌
495	돎
496	돐
497	돔
498	돕
499	돗
500	동
501	돛
502	돝
503	돠
504	돤
505	돨
506	돼
507	됐
508	되
509	된
510	될
511	됨
512	됩
513	됫
514	됴
515	두
516	둑
517	둔
518	둘
519	둠
520	둡
521	둣
522	둥
523	둬
524	뒀
525	뒈
526	뒝
527	뒤
528	뒨
529	뒬
530	뒵
531	뒷
532	뒹
533	듀
534	듄
535	듈
536	듐
537	듕
538	드
539	득
540	든
541	듣
542	들
543	듦
544	듬
545	듭
546	듯
547	등
548	듸
549	디
550	딕
551	딘
552	딛
553	딜
554	딤
555	딥
556	딧
557	딨
558	딩
559	딪
560	따
561	딱
562	딴
563	딸
564	땀
565	땁
566	땃
567	땄
568	땅
569	땋
570	때
571	땍
572	땐
573	땔
574	땜
575	땝
576	땟
577	땠
578	땡
579	떠
580	떡
581	떤
582	떨
583	떪
584	떫
585	떰
586	떱
587	떳
588	떴
589	떵
590	떻
591	떼
592	떽
593	뗀
594	뗄
595	뗌
596	뗍
597	뗏
598	뗐
599	뗑
600	뗘
601	뗬
602	또
603	똑
604	똔
605	똘
606	똥
607	똬
608	똴
609	뙈
610	뙤
611	뙨
612	뚜
613	뚝
614	뚤
615	뚫
616	뚬
617	뚱
618	뛔
619	뛰
620	뛴
621	뛸
622	뜀
623	뜁
624	뜅
625	뜨
626	뜩
627	뜬
628	뜯
629	뜰
630	뜸
631	뜹
632	뜻
633	띄
634	띈
635	띌
636	띔
637	띕
638	띠
639	띤
640	띨
641	띰
642	띱
643	띳
644	띵
645	라
646	락
647	란
648	랄
649	람
650	랍
651	랏
652	랐
653	랑
654	랒
655	랖
656	랗
657	래
658	랙
659	랜
660	랠
661	램
662	랩
663	랫
664	랬
665	랭
666	랴
667	략
668	랸
669	럇
670	량
671	러
672	럭
673	런
674	럴
675	럼
676	럽
677	럿
678	렀
679	렁
680	렇
681	레
682	렉
683	렌
684	렐
685	렘
686	렙
687	렛
688	렝
689	려
690	력
691	련
692	렬
693	렴
694	렵
695	렷
696	렸
697	령
698	례
699	롄
700	롑
701	롓
702	로
703	록
704	론
705	롤
706	롬
707	롭
708	롯
709	롱
710	롸
711	롼
712	뢍
713	뢨
714	뢰
715	뢴
716	뢸
717	룀
718	룁
719	룃
720	룅
721	료
722	룐
723	룔
724	룝
725	룟
726	룡
727	루
728	룩
729	룬
730	룰
731	룸
732	룹
733	룻
734	룽
735	뤄
736	뤘
737	뤠
738	뤼
739	뤽
740	륀
741	륄
742	륌
743	륏
744	륑
745	류
746	륙
747	륜
748	률
749	륨
750	륩
751	륫
752	륭
753	르
754	륵
755	른
756	를
757	름
758	릅
759	릇
760	릉
761	릊
762	릍
763	릎
764	리
765	릭
766	린
767	릴
768	림
769	립
770	릿
771	링
772	마
773	막
774	만
775	많
776	맏
777	말
778	맑
779	맒
780	맘
781	맙
782	맛
783	망
784	맞
785	맡
786	맣
787	매
788	맥
789	맨
790	맬
791	맴
792	맵
793	맷
794	맸
795	맹
796	맺
797	먀
798	먁
799	먈
800	먕
801	머
802	먹
803	먼
804	멀
805	멂
806	멈
807	멉
808	멋
809	멍
810	멎
811	멓
812	메
813	멕
814	멘
815	멜
816	멤
817	멥
818	멧
819	멨
820	멩
821	며
822	멱
823	면
824	멸
825	몃
826	몄
827	명
828	몇
829	몌
830	모
831	목
832	몫
833	몬
834	몰
835	몲
836	몸
837	몹
838	못
839	몽
840	뫄
841	뫈
842	뫘
843	뫙
844	뫼
845	묀
846	묄
847	묍
848	묏
849	묑
850	묘
851	묜
852	묠
853	묩
854	묫
855	무
856	묵
857	묶
858	문
859	묻
860	물
861	묽
862	묾
863	뭄
864	뭅
865	뭇
866	뭉
867	뭍
868	뭏
869	뭐
870	뭔
871	뭘
872	뭡
873	뭣
874	뭬
875	뮈
876	뮌
877	뮐
878	뮤
879	뮨
880	뮬
881	뮴
882	뮷
883	므
884	믄
885	믈
886	믐
887	믓
888	미
889	믹
890	민
891	믿
892	밀
893	밂
894	밈
895	밉
896	밋
897	밌
898	밍
899	및
900	밑
901	바
902	박
903	밖
904	밗
905	반
906	받
907	발
908	밝
909	밞
910	밟
911	밤
912	밥
913	밧
914	방
915	밭
916	배
917	백
918	밴
919	밸
920	뱀
921	뱁
922	뱃
923	뱄
924	뱅
925	뱉
926	뱌
927	뱍
928	뱐
929	뱝
930	버
931	벅
932	번
933	벋
934	벌
935	벎
936	범
937	법
938	벗
939	벙
940	벚
941	베
942	벡
943	벤
944	벧
945	벨
946	벰
947	벱
948	벳
949	벴
950	벵
951	벼
952	벽
953	변
954	별
955	볍
956	볏
957	볐
958	병
959	볕
960	볘
961	볜
962	보
963	복
964	볶
965	본
966	볼
967	봄
968	봅
969	봇
970	봉
971	봐
972	봔
973	봤
974	봬
975	뵀
976	뵈
977	뵉
978	뵌
979	뵐
980	뵘
981	뵙
982	뵤
983	뵨
984	부
985	북
986	분
987	붇
988	불
989	붉
990	붊
991	붐
992	붑
993	붓
994	붕
995	붙
996	붚
997	붜
998	붤
999	붰
1000	붸
1001	뷔
1002	뷕
1003	뷘
1004	뷜
1005	뷩
1006	뷰
1007	뷴
1008	뷸
1009	븀
1010	븃
1011	븅
1012	브
1013	븍
1014	븐
1015	블
1016	븜
1017	븝
1018	븟
1019	비
1020	빅
1021	빈
1022	빌
1023	빎
1024	빔
1025	빕
1026	빗
1027	빙
1028	빚
1029	빛
1030	빠
1031	빡
1032	빤
1033	빨
1034	빪
1035	빰
1036	빱
1037	빳
1038	빴
1039	빵
1040	빻
1041	빼
1042	빽
1043	뺀
1044	뺄
1045	뺌
1046	뺍
1047	뺏
1048	뺐
1049	뺑
1050	뺘
1051	뺙
1052	뺨
1053	뻐
1054	뻑
1055	뻔
1056	뻗
1057	뻘
1058	뻠
1059	뻣
1060	뻤
1061	뻥
1062	뻬
1063	뼁
1064	뼈
1065	뼉
1066	뼘
1067	뼙
1068	뼛
1069	뼜
1070	뼝
1071	뽀
1072	뽁
1073	뽄
1074	뽈
1075	뽐
1076	뽑
1077	뽕
1078	뾔
1079	뾰
1080	뿅
1081	뿌
1082	뿍
1083	뿐
1084	뿔
1085	뿜
1086	뿟
1087	뿡
1088	쀼
1089	쁑
1090	쁘
1091	쁜
1092	쁠
1093	쁨
1094	쁩
1095	삐
1096	삑
1097	삔
1098	삘
1099	삠
1100	삡
1101	삣
1102	삥
1103	사
1104	삭
1105	삯
1106	산
1107	삳
1108	살
1109	삵
1110	삶
